iter	MultiClass
123	0.1763664958
124	0.1741057169
125	0.1723497175
126	0.1709732129
127	0.1696700573
128	0.1690901137
129	0.1685041696
130	0.1665611135
131	0.1656134429
132	0.1636210023
133	0.1627491128
134	0.161733175
135	0.1607120547
136	0.160340003
137	0.1591886669
138	0.1577814618
139	0.1573394095
140	0.1558764572
141	0.1552883208
142	0.1541629445
143	0.1524916033
144	0.1515639476
145	0.151089766
146	0.14976538
147	0.1483440097
148	0.146969923
149	0.1458350442
150	0.1450978443
151	0.1450625061
152	0.1450420697
153	0.1439724955
154	0.143440593
155	0.1431040206
156	0.1420277015
157	0.1415145581
158	0.1410774313
159	0.1407022368
160	0.1395458712
161	0.1390911431
162	0.1383923051
163	0.1383827396
164	0.1377897784
165	0.1371492583
166	0.1365993169
167	0.1357713422
168	0.1349404469
169	0.1344200151
170	0.1339657871
171	0.1322064095
172	0.1320032283
173	0.1313195973
174	0.1310719394
175	0.1302594156
176	0.1290723484
177	0.1286639722
178	0.1275087537
179	0.1269825877
180	0.1260964245
181	0.1258457403
182	0.1253334672
183	0.1248367123
184	0.1236270754
185	0.1231293877
186	0.1223432303
187	0.12190007
188	0.1211014415
189	0.1205373438
190	0.1200290626
191	0.1193772226
192	0.1188536412
193	0.1179616561
194	0.1176567782
195	0.1168913061
196	0.1166343639
197	0.1163040414
198	0.1157152809
199	0.115556644
200	0.1139378273
201	0.113323198
202	0.1132786472
203	0.1128123784
204	0.1124172164
205	0.1110883841
206	0.1099508801
207	0.1093158185
208	0.1086989329
209	0.1078243066
210	0.1074587621
211	0.1070742994
212	0.1067998954
213	0.1064773468
214	0.105533386
215	0.1045062248
216	0.1040038677
217	0.1034109188
218	0.1030612589
219	0.1030377559
220	0.1025501585
221	0.1017431832
222	0.1012597264
223	0.1009457598
224	0.100917679
225	0.1002571237
226	0.09959738628
227	0.0991985293
228	0.09903678558
229	0.09899785781
230	0.09868484858
231	0.09837207609
232	0.09806754821
233	0.09791431159
234	0.09772624364
235	0.09735251385
236	0.09697045965
237	0.09685779087
238	0.0962795871
239	0.09585691798
240	0.09535840972
241	0.09516729265
242	0.09458852575
243	0.09412865177
244	0.09368872784
245	0.09326950174
246	0.09209748101
247	0.09151052447
248	0.09122202047
249	0.09097513337
250	0.09066777886
251	0.09040823145
252	0.09022888144
253	0.09008960247
254	0.08931308525
255	0.08908396085
256	0.08880636184
257	0.08841137022
258	0.08797725741
259	0.08762113817
260	0.08737168843
261	0.08703400597
262	0.08663138352
263	0.0862361286
264	0.08590063646
265	0.08572497795
266	0.08555143705
267	0.08523011093
268	0.08431472615
269	0.08351439091
270	0.08297867656
271	0.08258601216
272	0.08245522765
273	0.08227824131
274	0.08189284558
275	0.0816635306
276	0.08151394418
277	0.08121625333
278	0.08104194896
279	0.0805531046
280	0.08053709693
281	0.08017608076
282	0.07960315928
283	0.07931687982
284	0.07914120416
285	0.07889237459
286	0.07851289351
287	0.07816995406
288	0.07789220102
289	0.07753425731
290	0.07716143413
291	0.07695319075
292	0.07684331927
293	0.07662231905
294	0.07626709302
295	0.07583342585
296	0.0755299143
297	0.07525327088
298	0.07493840134
299	0.07473060105
300	0.07428274964
301	0.07406853258
302	0.07370192881
303	0.07340568683
304	0.0732048454
305	0.07310787205
306	0.07288175064
307	0.07265862302
308	0.07212006539
309	0.07173021833
310	0.07154389697
311	0.07135351643
312	0.07112215937
313	0.07096518636
314	0.07069844469
315	0.07038763468
316	0.07017434839
317	0.06986116686
318	0.06957463309
319	0.0692536554
320	0.06908250468
321	0.06885976185
322	0.06866452862
323	0.06855162672
324	0.06818228896
325	0.06795592883
326	0.06777193858
327	0.06773366561
328	0.06730873806
329	0.06718149849
330	0.06698026026
331	0.06687278199
332	0.06642943743
333	0.06612803105
334	0.0659016758
335	0.06569452005
336	0.06554454317
337	0.06534007149
338	0.06503586517
339	0.06472494215
340	0.06443720363
341	0.06423697871
342	0.0640686193
343	0.06392661161
344	0.06354834449
345	0.06335434243
346	0.06324658331
347	0.06291613211
348	0.06277476556
349	0.06270011422
350	0.06253723432
351	0.06214017613
352	0.06200668779
353	0.06182634395
354	0.06168900695
355	0.06137495984
356	0.06115875333
357	0.06085630185
358	0.06061711161
359	0.06035853921
360	0.06014055723
361	0.05996137101
362	0.05969305113
363	0.05953835268
364	0.05927748386
365	0.05906724829
366	0.0588668107
367	0.05870162448
368	0.05854498445
369	0.05836322047
370	0.0580713466
371	0.05800909318
372	0.0576637335
373	0.0574999455
374	0.05731424537
375	0.0571854888
376	0.05698054653
377	0.05688421576
378	0.05666420648
379	0.05657026894
380	0.05641189273
381	0.05622653054
382	0.05590055313
383	0.05570322863
384	0.0555194648
385	0.05544092581
386	0.0553569827
387	0.0552256451
388	0.05509333333
389	0.05502816766
390	0.05500268884
391	0.05481204332
392	0.05470279516
393	0.05450977925
394	0.0543724819
395	0.05426252825
396	0.05411710031
397	0.05394433766
398	0.05373416357
399	0.05366941641
400	0.05348248008
401	0.0533072392
402	0.05309214793
403	0.05298451068
404	0.05291976513
405	0.05281295257
406	0.05263458525
407	0.05244119997
408	0.05228566721
409	0.05215183795
410	0.0519909795
411	0.05186160618
412	0.0516201579
413	0.05150779719
414	0.05136167391
415	0.05118465081
416	0.05108436728
417	0.05093304811
418	0.05086473449
419	0.05072163119
420	0.05066087918
421	0.05059764707
422	0.05048403468
423	0.05047448579
424	0.05030649699
425	0.050150526
426	0.05007190834
427	0.05004412325
428	0.04986501385
429	0.0496188826
430	0.04951086314
431	0.0493341442
432	0.04913215386
433	0.04904649685
434	0.04887567951
435	0.04881792238
436	0.04872754222
437	0.0486197837
438	0.04847363298
439	0.04838317341
440	0.04830217934
441	0.04817142315
442	0.0481131207
443	0.04801822434
444	0.04789179586
445	0.04781618412
446	0.04771697683
447	0.04757575851
448	0.0473677731
449	0.04728840093
450	0.0471300128
451	0.04696033041
452	0.04690758158
453	0.0467670904
454	0.0466965389
455	0.04659753942
456	0.0464565001
457	0.0463119348
458	0.04625114018
459	0.04612739584
460	0.04600477751
461	0.04588358979
462	0.04576885939
463	0.04560732966
464	0.04547043957
465	0.04534253888
466	0.04526028737
467	0.04520253642
468	0.04510753651
469	0.04499710038
470	0.04488728697
471	0.04471734236
472	0.04461592606
473	0.04444376375
474	0.04432135488
475	0.04421286714
476	0.04412594128
477	0.04406469787
478	0.04401781453
479	0.04391230102
480	0.0438161422
481	0.04377167593
482	0.04365778664
483	0.04356733215
484	0.04345582503
485	0.04337916936
486	0.04325836902
487	0.04318624251
488	0.0431428185
489	0.04309633562
490	0.04297514578
491	0.04286098698
492	0.04275341461
493	0.04270633428
494	0.04254410574
495	0.04244274544
496	0.04235112464
497	0.04229423431
498	0.04217243487
499	0.04213353035
500	0.04197168454
501	0.04187482527
502	0.04177632297
503	0.04168957384
504	0.0415975681
505	0.04145195
506	0.04142341315
507	0.04134867896
508	0.04130392348
509	0.04123518499
510	0.04117967275
511	0.04110473679
512	0.04099838277
513	0.04090016706
514	0.04088556498
515	0.0408309046
516	0.0407384076
517	0.04063699903
518	0.04057007847
519	0.04046921729
520	0.04040011714
521	0.04033489759
522	0.04026901962
523	0.04018629826
524	0.04009019422
525	0.04001311597
526	0.03998995561
527	0.039953189
528	0.03985321566
529	0.03974366771
530	0.0395929748
531	0.03954454576
532	0.0394805574
533	0.03938838994
534	0.03932389099
535	0.03925189957
536	0.03920319592
537	0.03914157839
538	0.0390943935
539	0.03902909279
540	0.03900746703
541	0.03895439939
542	0.03888072109
543	0.03876098516
544	0.03865645406
545	0.03859429042
546	0.03851310388
547	0.03844740153
548	0.03838452654
549	0.03832847078
550	0.03826426525
551	0.03816325851
552	0.0380894671
553	0.03802152275
554	0.03793232248
555	0.03788489909
556	0.03783931879
557	0.03781413239
558	0.03774832679
559	0.0376710833
560	0.03763965796
561	0.03760604042
562	0.03748455182
563	0.03743452729
564	0.03733191062
565	0.03725917444
566	0.03718000731
567	0.03712796068
568	0.03710485151
569	0.03702943802
570	0.03695784034
571	0.03691480052
572	0.03685964973
573	0.03672502719
574	0.03667200893
575	0.03658099721
576	0.03653246165
577	0.03650999684
578	0.03645773122
579	0.03641115744
580	0.03635321403
581	0.03630730683
582	0.03623442927
583	0.03619717286
584	0.03616038305
585	0.03611244558
586	0.03609025494
587	0.03606338196
588	0.03599503468
589	0.03589560662
590	0.03573703451
591	0.03570377865
592	0.03563711126
593	0.03559650149
594	0.03557242143
595	0.03552232517
596	0.03549819839
597	0.03543957748
598	0.03540505069
599	0.03538066015
600	0.03534154938
601	0.03527950839
602	0.03526904941
603	0.03516278118
604	0.03511471955
605	0.03506741441
606	0.03502490071
607	0.0349771114
608	0.03490013204
609	0.03484052357
610	0.03481584932
611	0.03476404296
612	0.03471800412
613	0.03467894733
614	0.03463943652
615	0.03458808174
616	0.03453265056
617	0.03444211037
618	0.03443001916
619	0.03439043509
620	0.03433649017
621	0.03432098002
622	0.03428434608
623	0.03426480332
624	0.03421119559
625	0.03414319372
626	0.03410061325
627	0.03407769358
628	0.03396292321
629	0.03393434594
630	0.03388296309
631	0.03384916225
632	0.03378675649
633	0.03375414212
634	0.03365174521
635	0.03355847159
636	0.03353275983
637	0.03341012509
638	0.03327647614
639	0.03324017321
640	0.03317658098
641	0.03310389565
642	0.03305581724
643	0.03302112505
644	0.03298050509
645	0.03296435946
646	0.03289458498
647	0.03283975375
648	0.03278067672
649	0.0327494591
650	0.03266649759
651	0.03262527623
652	0.03260707035
653	0.03253432384
654	0.03251024895
655	0.03243555407
656	0.03240703245
657	0.03235472064
658	0.03233560235
659	0.03229964504
660	0.03226130908
661	0.03222130893
662	0.03216495505
663	0.03210412113
664	0.03205787742
665	0.03202869587
666	0.03199487793
667	0.03197554759
668	0.03189027556
669	0.03186123419
670	0.03183400985
671	0.03181401008
672	0.03178181158
673	0.03175210831
674	0.03171064587
675	0.03166991907
676	0.03165175251
677	0.03161736473
678	0.03156161231
679	0.03151093174
680	0.03145954041
681	0.03144129593
682	0.03140566174
683	0.03137201683
684	0.03134714123
685	0.03133251218
686	0.03128803819
687	0.03125157439
688	0.0312199235
689	0.03118228431
690	0.03114734456
691	0.0310990856
692	0.0310612162
693	0.03102138126
694	0.03098649789
695	0.03095118379
696	0.03091792553
697	0.03081986127
698	0.0307458076
699	0.03070457
700	0.03065281939
701	0.0306115656
702	0.0305920536
703	0.03056147883
704	0.0305065558
705	0.03047403682
706	0.03041903475
707	0.03038154022
708	0.03032290863
709	0.03031440315
710	0.03023097998
711	0.03016529445
712	0.03013496764
713	0.03007965784
714	0.03003928607
715	0.02999900565
716	0.02995117221
717	0.02989502735
718	0.02985961596
719	0.02983437541
720	0.02978107305
721	0.02971845033
722	0.02968579778
723	0.02962619595
724	0.02959081435
725	0.02954538427
726	0.02949734595
727	0.02948079306
728	0.02944647744
729	0.02942931936
730	0.02938289755
731	0.02933443347
732	0.02929650013
733	0.02927313615
734	0.02923945786
735	0.02920814995
736	0.02916496397
737	0.02910977212
738	0.02906458508
739	0.02899587921
740	0.02897910503
741	0.02892286792
742	0.02886805593
743	0.02882713751
744	0.02879573789
745	0.02876234797
746	0.02872177741
747	0.02868276653
748	0.02865520674
749	0.02864631964
750	0.02861629652
751	0.02856971747
752	0.02852952759
753	0.02848999068
754	0.02846186711
755	0.02843415929
756	0.02839591335
757	0.0283376563
758	0.02829385758
759	0.02828062077
760	0.02824522353
761	0.02821087418
762	0.02819941307
763	0.02816294416
764	0.0281382847
765	0.02808541724
766	0.02806621265
767	0.02803408025
768	0.02801080125
769	0.02794733415
770	0.02790021856
771	0.02783674201
772	0.02775784462
773	0.0277401535
774	0.02773283181
775	0.02771592039
776	0.02768937772
777	0.02765426279
778	0.02764276518
779	0.02761369021
780	0.0275797847
781	0.02753878801
782	0.02747569666
783	0.02739165297
784	0.02734887376
785	0.02733988605
786	0.027325352
787	0.02729094112
788	0.0272682289
789	0.027232253
790	0.02721665386
791	0.02719694798
792	0.02716965267
793	0.0271375024
794	0.02708532179
795	0.02704435737
796	0.02700588319
797	0.02698867717
798	0.02697566336
799	0.02694644826
800	0.02692274469
801	0.02686112922
802	0.02683638286
803	0.02680230672
804	0.02678626495
805	0.02675938221
806	0.02672792218
807	0.02670519499
808	0.02669335122
809	0.02665869302
810	0.02664278021
811	0.02662509805
812	0.0266052951
813	0.02657538063
814	0.02653342285
815	0.02650881843
816	0.02649706841
817	0.02647236159
818	0.02645623055
819	0.02644217018
820	0.02642887165
821	0.02639374555
822	0.02636680096
823	0.02632682009
824	0.02631853806
825	0.02629092302
826	0.02625552914
827	0.02624051393
828	0.02621844753
829	0.02619309052
830	0.02616712763
831	0.02613432827
832	0.02612119624
833	0.02608647792
834	0.02605235794
835	0.02604027171
836	0.02602727827
837	0.02600953042
838	0.02599221723
839	0.02596286286
840	0.02594769573
841	0.02593080866
842	0.02588483833
843	0.02586521451
844	0.02584540198
845	0.02582004462
846	0.02578972069
847	0.02577561388
848	0.02573366838
849	0.02572336217
850	0.02569254329
851	0.02566581753
852	0.02564362831
853	0.02561085042
854	0.02560402787
855	0.02558604159
856	0.02557270057
857	0.02555088359
858	0.02552148819
859	0.02550957685
860	0.02549058129
861	0.02542103263
862	0.02538399221
863	0.02536469485
864	0.0253472543
865	0.02532166492
866	0.02530112901
867	0.02527299441
868	0.02524284237
869	0.0252291651
870	0.02519393682
871	0.02517310971
872	0.0251597827
873	0.02515211345
874	0.02512003349
875	0.02511039569
876	0.02509514812
877	0.02506948018
878	0.02504207127
879	0.02503081649
880	0.02501606709
881	0.02497978023
882	0.02496436031
883	0.02495267415
884	0.02492392302
885	0.02491591218
886	0.02487942932
887	0.02480473711
888	0.02479371362
889	0.02476176288
890	0.02474783772
891	0.02473742137
892	0.02471628576
893	0.02468213052
894	0.024663881
895	0.02464783639
896	0.0246410885
897	0.02460788673
898	0.02458060321
899	0.02456113246
900	0.02452862792
901	0.02451328391
902	0.02448748784
903	0.02447348593
904	0.02444984583
905	0.02443318732
906	0.02441033943
907	0.02438008017
908	0.02436619967
909	0.02434088045
910	0.02433128641
911	0.02432483227
912	0.02432053674
913	0.02429361734
914	0.02426795376
915	0.02424978289
916	0.02423298194
917	0.0242194322
918	0.02421032022
919	0.02419051961
920	0.02418588115
921	0.02415870074
922	0.02415257107
923	0.02413054987
924	0.02411144252
925	0.02406158292
926	0.02404957805
927	0.0240197307
928	0.02398168024
929	0.02392121533
930	0.02390587672
931	0.02387715914
932	0.02385966678
933	0.02384905256
934	0.0238280262
935	0.02381449773
936	0.0238072299
937	0.02378721516
938	0.02377428939
939	0.02374438317
940	0.0237255288
941	0.02369470749
942	0.02367608826
943	0.02366308021
944	0.02365179412
945	0.0236424394
946	0.02362329121
947	0.02359583121
948	0.0235851204
949	0.02354795554
950	0.02352781021
951	0.02351366681
952	0.02349947787
953	0.02348003533
954	0.02347115004
955	0.02345959735
956	0.02342701997
957	0.02341417367
958	0.02337786702
959	0.02335170328
960	0.02326761638
961	0.0232517352
962	0.02323456876
963	0.02322780384
964	0.02322217105
965	0.02320443588
966	0.02319440853
967	0.02318015914
968	0.02316278479
969	0.02315490267
970	0.02313823139
971	0.02312273924
972	0.02309897251
973	0.02305640129
974	0.02304127972
975	0.02302220587
976	0.02300791961
977	0.02299177401
978	0.02297942411
979	0.02296150708
980	0.02294343311
981	0.02293216239
982	0.02291902575
983	0.0229063011
984	0.02289960035
985	0.0228890136
986	0.02287295293
987	0.02285678964
988	0.02284697481
989	0.02283443038
990	0.02282401651
991	0.02281441904
992	0.02274586333
993	0.02272731111
994	0.02270720895
995	0.0226988805
996	0.02264525211
997	0.02262293408
998	0.02260356748
999	0.02259159878
